city,year,month,temp_mean,humidity,precip,beta_pred,BI,BI_norm,risk_monthly,bi_coverage_months
Zhanjiang,2014,8,27.687096774193545,87.0,10.670967741935485,0.055515412241220474,,1.0,0.055515412241220474,0
Zhanjiang,2014,9,27.3,85.06666666666666,9.623333333333331,0.05552612990140915,,1.0,0.05552612990140915,0
Zhanjiang,2014,10,25.18387096774193,76.61290322580645,2.4516129032258065,0.055569492280483246,,1.0,0.055569492280483246,0
Zhanjiang,2014,11,22.36,80.16666666666667,1.2666666666666666,0.055529896169900894,,1.0,0.055529896169900894,0
Zhanjiang,2014,12,15.216129032258063,68.90322580645162,1.603225806451613,0.05548546835780144,,1.0,0.05548546835780144,0
Zhaoqing,2014,1,14.574193548387097,64.70967741935483,0.0580645161290322,0.055485840886831284,,1.0,0.055485840886831284,0
Zhaoqing,2014,2,14.164285714285716,76.71428571428571,1.9892857142857143,0.05540648475289345,,1.0,0.05540648475289345,0
Zhaoqing,2014,3,18.47741935483871,82.87096774193549,3.958064516129032,0.055465832352638245,,1.0,0.055465832352638245,0
Zhaoqing,2014,4,23.383333333333333,85.43333333333334,5.013333333333334,0.05550821125507355,,1.0,0.05550821125507355,0
Zhaoqing,2014,5,25.787096774193547,88.90322580645162,9.951612903225806,0.05550958588719368,,1.0,0.05550958588719368,0
Zhaoqing,2014,6,28.49333333333333,85.53333333333333,7.656666666666666,0.05550934001803398,,1.0,0.05550934001803398,0
Zhaoqing,2014,7,28.816129032258065,84.54838709677419,4.887096774193548,0.055508166551589966,,1.0,0.055508166551589966,0
Zhaoqing,2014,8,28.248387096774195,85.83870967741936,6.922580645161291,0.05550771206617355,,1.0,0.05550771206617355,0
Zhaoqing,2014,9,27.62333333333333,83.4,4.013333333333334,0.0555228665471077,,1.0,0.0555228665471077,0
Zhaoqing,2014,10,24.716129032258067,71.6774193548387,0.3129032258064516,0.05559435859322548,,1.0,0.05559435859322548,0
Zhaoqing,2014,11,20.56,77.13333333333334,1.55,0.05553430691361427,,1.0,0.05553430691361427,0
Zhaoqing,2014,12,13.44516129032258,63.70967741935484,1.3580645161290323,0.05546090751886368,,1.0,0.05546090751886368,0
Zhongshan,2014,1,15.13225806451613,66.83870967741936,0.0387096774193548,0.05549052730202675,,1.0,0.05549052730202675,0
Zhongshan,2014,2,14.964285714285714,77.07142857142857,1.4892857142857143,0.05542255565524101,,1.0,0.05542255565524101,0
Zhongshan,2014,3,19.738709677419354,81.03225806451613,4.216129032258064,0.05550398677587509,,1.0,0.05550398677587509,0
Zhongshan,2014,4,23.56,84.66666666666667,4.75,0.055514536798000336,,1.0,0.055514536798000336,0
Zhongshan,2014,5,26.306451612903224,87.96774193548387,12.16451612903226,0.05552470311522484,,1.0,0.05552470311522484,0
Zhongshan,2014,6,28.723333333333336,84.23333333333333,6.24,0.05551294982433319,,1.0,0.05551294982433319,0
Zhongshan,2014,7,29.00967741935484,83.93548387096774,5.45483870967742,0.05551126226782799,,1.0,0.05551126226782799,0
Zhongshan,2014,8,28.48709677419355,85.35483870967742,7.151612903225806,0.05550948902964592,,1.0,0.05550948902964592,0
Zhongshan,2014,9,27.94,83.0,3.47,0.05552323907613754,,1.0,0.05552323907613754,0
Zhongshan,2014,10,24.97741935483871,73.2258064516129,0.6935483870967742,0.05558734014630318,,1.0,0.05558734014630318,0
Zhongshan,2014,11,21.62333333333333,75.46666666666667,0.9533333333333334,0.05555662140250206,,1.0,0.05555662140250206,0
Zhongshan,2014,12,14.34516129032258,63.25806451612903,1.3161290322580643,0.05548572912812233,,1.0,0.05548572912812233,0
Zhuhai,2014,1,15.583870967741934,68.0,0.0161290322580645,0.05549569055438042,,1.0,0.05549569055438042,0
Zhuhai,2014,2,15.392857142857142,79.07142857142857,1.4928571428571429,0.055415812879800797,,1.0,0.055415812879800797,0
Zhuhai,2014,3,19.835483870967742,82.41935483870968,5.312903225806451,0.0555000901222229,,1.0,0.0555000901222229,0
Zhuhai,2014,4,23.42,86.76666666666667,4.489999999999999,0.055493466556072235,,1.0,0.055493466556072235,0
Zhuhai,2014,5,26.32903225806452,89.16129032258064,11.948387096774194,0.055516112595796585,,1.0,0.055516112595796585,0
Zhuhai,2014,6,28.65333333333333,85.06666666666666,5.9366666666666665,0.05550766736268997,,1.0,0.05550766736268997,0
Zhuhai,2014,7,28.983870967741936,84.7741935483871,6.251612903225807,0.05550716817378998,,1.0,0.05550716817378998,0
Zhuhai,2014,8,28.45483870967742,86.0,6.958064516129032,0.05550507456064224,,1.0,0.05550507456064224,0
Zhuhai,2014,9,28.01,83.43333333333334,4.09,0.055520590394735336,,1.0,0.055520590394735336,0
Zhuhai,2014,10,25.274193548387096,74.29032258064517,1.0387096774193547,0.05558208376169205,,1.0,0.05558208376169205,0
Zhuhai,2014,11,21.99333333333333,76.7,0.9433333333333334,0.05555197596549988,,1.0,0.05555197596549988,0
Zhuhai,2014,12,14.964516129032257,64.25806451612904,1.1580645161290322,0.055497728288173676,,1.0,0.055497728288173676,0
