week,temperature,bi,observed_cases,predicted_cases,L,P,S_m,E_m,I_m,S_h,E_h,I_h,R_h,R0
30,28.945602443710662,3.366666666666826,12.683944124721979,26.57340012642563,1047534873065.3784,511432703545.1538,722394641209.124,10890.0032130833,16082.862222230006,13999777.038004793,20.797651848884318,26.57340012642563,175.5909432314633,0.6841599332179463
31,28.91933465095316,3.36666666666618,53.25165743056914,28.986168950241503,1058328915381.0697,518314911019.17285,738660615929.8383,11368.137642134094,17190.588004057478,13999745.271831492,22.351468307896415,28.986168950241503,203.3905312499,0.6956444517122293
32,28.790610553196984,3.366666666665421,111.01504621604458,31.24546719293541,1070131383027.6167,524616477469.2517,754434863854.643,11877.119139024313,18250.82548397463,13999711.347892812,23.890590239369708,31.24546719293541,233.51604975617298,0.721781906669783
33,28.547992267793713,3.3666666666650604,168.77843500152002,33.59384603985161,1088287643919.9178,532906985046.8016,776714784462.3492,12595.12472088559,19483.995107744693,13999674.76214482,25.725395249511102,33.59384603985161,265.91861388987263,0.7671192030083601
34,28.18026509139009,3.366666666665605,226.54182378699545,36.423863940497164,1116269560841.655,545231212628.0681,811711943840.3635,13700.602986964244,21165.00659629246,13999634.474755326,28.227731705521318,36.423863940497164,300.8736490276956,0.834212661737083
35,27.6768573412459,3.3666666666675513,248.20709481622922,40.221335119378665,1154930777258.6553,562526927426.0946,864092382083.4781,15366.718114308249,23603.23001880628,13999588.877362005,31.80267953115395,40.221335119378665,339.0986233440548,0.920179809814509
36,27.059293677645975,3.366666666670451,205.69793427881103,45.489104923279505,1200842561027.0098,583813617903.5144,935416162500.2708,17718.741328037468,27108.519078398043,13999535.896341093,36.80226773283392,45.489104923279505,381.81228625100204,1.0076069254466673
37,26.395439465874347,3.3666666666725016,163.18877374139282,52.55012306641915,1244200991922.8667,605221778679.8451,1020175279455.579,20679.7933092024,31846.972782027962,13999473.530672561,43.25020663882876,52.55012306641915,430.6689977333748,1.0664038318061948
38,25.756772982642705,3.3666666666717946,120.67961320397461,61.24904456725077,1272294120056.163,621054569814.822,1104069737226.485,23840.735857902477,37626.226124779954,13999400.73890979,50.57709435349899,61.24904456725077,487.43495128895785,1.0762067695351996
39,25.214771553047715,3.366666666666419,79.01850241880855,70.79400686770018,1276986486028.704,626847461034.8042,1169347242541.8362,26570.509881111313,43813.00389395273,13999318.07671182,57.72041554151058,70.79400686770018,553.4088657703508,1.0437956568162818
40,24.80240314414661,3.366666666656115,64.77766695646142,80.00182581996319,1260204799393.971,622200132291.3766,1203921981154.3982,28359.639762327595,49526.50043935773,13999227.463601576,63.668901626605965,80.00182581996319,628.8656709772665,0.99239338298836
41,24.411843186089943,3.3666666666466303,50.53683149411429,87.812613591116,1230375321638.033,610063343958.0184,1206889449401.993,29084.917165231844,54039.58440166347,13999131.344454242,67.93207181841791,87.812613591116,712.9108603485496,0.9202758707200411
42,23.903099947986828,3.366666666645086,36.29599603176716,93.10151372395123,1183022330033.3433,589440656764.0469,1177878329356.2998,28503.367518561216,56671.33538499882,13999033.745209094,69.55160058459188,93.10151372395123,803.60167659732,0.8060853821840145
43,23.136181698946388,3.3666666666586074,22.055160569420032,94.04949065372286,1101845798345.021,554283551781.9594,1106830315898.1152,25949.36829655657,56320.33608670797,13998941.771904567,66.60557811800527,94.04949065372286,897.5730266610153,0.6266194236770614
44,21.990243347549193,3.366666666692391,15.24409432020011,87.92468795032663,961874690130.355,494799232780.60596,970808084464.328,20590.90305849003,51183.64164360324,13998866.31258888,56.588637636481195,87.92468795032663,989.1740855333535,0.3911764698419821
45,20.54210233989294,3.3666666667317386,11.617214876606091,72.50444157979196,742237317717.098,403415339467.13727,745981945393.1675,12712.955285146232,39616.801632632465,13998818.422691012,38.98057521218792,72.50444157979196,1070.0922921962188,0.18402945424958803
46,18.985186413200246,3.3666666667502194,7.990335433012072,50.37527706325238,478937945153.0521,293316133977.93713,463100512338.0403,5441.679576868096,23801.248766606765,13998797.653711006,20.154139978357218,50.37527706325238,1131.816871952345,0.0657687168667755
47,17.51443047456467,3.3666666667212484,4.363455989418052,29.123842712185738,252599207521.8076,192934900721.2817,217999039484.96445,1522.9793980013012,10263.8900094395,13998791.8987759,7.781293138657425,29.123842712185738,1171.196088249374,0.019145843699603256
48,16.322367762892533,3.3666666666193046,2.039052957773523,14.395584410429938,111883105201.05673,119831635212.73398,77168037433.44829,282.1505145707266,3070.232970927469,13998790.857574387,2.4065594205304266,14.395584410429938,1192.3402817825174,0.005256692676209676
49,15.489219711206214,3.3666666664685287,1.932380032961934,6.369449190779862,45983161042.40387,73215023823.45897,22578578258.041523,38.02940035593658,657.7687093465441,13998790.71746083,0.6566496817782006,6.369449190779862,1202.2564402976773,0.001588035626019866
50,14.937292178012735,3.366666666362891,1.825707108150345,2.6280971115502334,20057741484.188587,44876424902.37031,6674137814.680106,4.465709563818713,109.44000009716481,13998790.701106323,0.1691010885068191,2.6280971115502334,1206.5016954770138,0.0005758194111586714
51,14.577035259569934,3.366666666401604,1.7190341833387561,1.0392828602962685,10064062901.03274,27752154709.326164,2404873814.5932617,0.605264058833588,15.311680805798822,13998790.699324207,0.04246690452217977,1.0392828602962685,1208.2189260278012,0.00026315010172938135
52,14.318900405461932,3.366666666683874,1.6336958434894844,0.4004294607959301,5829563272.366367,17323257899.367245,1091922163.9133205,0.1319263044435422,1.927229399048098,13998790.699136283,0.010552183154173039,0.4004294607959301,1208.8898820728011,0.00014525718300559574
53,14.09711971464731,3.366666667220913,2.0603875427358402,0.15179654332251244,3959622781.858645,10926804615.36623,571774038.278395,0.04626329232756738,0.23386031424890455,13998790.699116865,0.0026103654619880168,0.15179654332251244,1209.1464762260425,8.83207760567801e-05
